,0,1,2,3,4,5
33,1,500,34,"[13.451284586653518, 19.28489500808724, 10.292618131735928]",11,"[(12.390480964532458, 16.314509249850925, 11.800471263670277), (11.7315485986701, 20.459167915433543, 10.537287241231835), (14.10251371222499, 18.259998639420164, 7.955970167133464), (11.936591529791816, 18.81306350412072, 12.0852398850889), (14.177467033540442, 22.556969029590192, 10.107569649274197), (16.125991094426148, 18.810519187938734, 9.521118298932219), (15.249718835119424, 19.891448799859614, 6.908360793407607), (11.997084123272987, 20.47423346247001, 7.61563017188599), (13.62018336646974, 20.613313957996596, 12.442379623519294), (12.936230471190244, 17.121359500882356, 9.839515599169248), (15.20885433614718, 19.410682347469873, 11.343217324835882)]"
34,1,500,35,"[15.509232096012127, 12.250432979046684, 18.78472264262787]",15,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (18.228716030501502, 15.1565757481695, 18.03807062065711), (14.650817381814633, 9.834485805693328, 18.767207328199458), (16.228634910222723, 10.837765897198688, 20.526184315286066), (10.610911995356071, 11.733354896087828, 19.159996695582972), (14.495297706001251, 14.54623363587662, 20.1646867571205), (16.770099235088782, 12.857255966521441, 16.55487837248655), (14.07063013504656, 11.362428127000735, 16.33706227443417), (18.57881002763561, 12.69106263400491, 18.710887040416836), (13.489069426481906, 14.82995465216198, 16.168745701861567), (16.372463132026613, 15.722491579103847, 18.904446777175664), (11.686917090031832, 13.709810377351378, 18.85175721539792), (11.366539954395222, 10.94673075041619, 21.38205897791956), (15.5610547761724, 14.520326574317147, 15.765013811199585), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
35,1,500,36,"[19.116104686067498, 1.8836131426156757, 13.929698987328424]",14,"[(16.310870175773236, 4.149484426653199, 13.980805939202742), (20.392008436006705, 2.597396344439649, 16.423727286262114), (13.808269362556988, 2.437035280260646, 7.079982502421517), (20.926637464631167, 4.4099942068930895, 15.464132486738382), (22.19707226507584, 4.412414785129258, 13.660584503622081), (17.216869236489284, 1.6986275108414297, 14.895239843424187), (17.063638884034532, 2.625246131839317, 11.30105895947244), (18.88426647120634, 4.20424186232913, 15.017318280741204), (20.42985567645683, 4.388019828356684, 10.204805387102288), (20.690258210913395, 4.689448281520839, 6.925505062171738), (24.31579770632278, 6.178632362981409, 11.666307086127523), (11.804832731973828, 0.9667937348888634, 9.172314600097518), (15.278622490828747, 0.5914171772567535, 14.147440548904058), (18.289288074130365, 5.26328848361476, 12.885062833809592)]"
36,1,500,37,"[2.548187710788616, 8.414195990302824, 12.409205795335247]",11,"[(2.704316348513903, 6.253746696188705, 11.326760254255484), (4.696275296486481, 8.731489751992227, 9.169270513566307), (4.836185466107736, 6.831902843843952, 10.045024923093429), (4.422550537802829, 10.651938569012968, 12.70571292803571), (2.1077591353430067, 9.706131152606497, 8.414974890656884), (3.271433290029431, 10.288817234253582, 10.688028046246627), (6.395298099508495, 6.814721073076876, 13.547140792189266), (3.3540999028779943, 9.873082660894005, 14.691653727298013), (1.1121624399874739, 9.931524163978027, 11.965316219505851), (3.5980933853024593, 6.9082936148232825, 15.257273019714974), (1.0494548490162516, 8.891430404097095, 14.38649492261611)]"
37,1,500,38,"[16.583289074396074, 17.60213683365666, 21.63715394474125]",11,"[(15.79568495918252, 20.199451268447753, 23.1861285980426), (14.495297706001251, 14.54623363587662, 20.1646867571205), (16.72019003363393, 18.706818653497844, 19.796951073618033), (14.390994646078674, 17.539553086929153, 22.58850112115376), (17.89879006822493, 19.22435455138124, 21.433300019556466), (17.90437364533444, 18.135389100037603, 24.686683010042877), (16.372463132026613, 15.722491579103847, 18.904446777175664), (18.53482764003178, 16.419762347347405, 21.96642639746772), (15.758976387151185, 17.068638277046205, 25.04674616522074), (13.778062142077959, 17.474243640357205, 20.12514603673999), (14.39949610947145, 14.635016852688219, 23.755972296585444)]"
38,1,500,39,"[14.666342990434204, 13.034981367285203, 2.4075245081051913]",13,"[(13.747002155268284, 10.01280601202041, 0.9910048063323277), (16.43352382225934, 12.468025018324308, 4.196829173181542), (13.65685056198016, 11.048824864161592, 5.017540741661802), (11.921082672146346, 14.537493976776346, 0.35245583809883235), (14.355108154466985, 18.676534330015848, 1.68255488072554), (14.785706767317377, 15.779590013262702, 4.205388717921292), (11.200193540811975, 13.513150260295976, 3.5815720831944815), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (14.926963663593513, 12.179967358471574, 0.27963035188523294), (16.753370590984858, 11.836025433626013, 1.2808097052532834), (11.995007439630283, 10.066000688514025, 3.562498736843066), (17.81922424595975, 18.252136011086225, 2.2541086676101467), (17.880539308568558, 13.31550899903898, 2.432321764584372)]"
39,1,500,40,"[6.769706760452417, 7.897405523404552, 15.809813447182064]",16,"[(6.186881162546861, 10.676319262173244, 15.372444664104366), (4.703472919785406, 10.117632606750963, 17.193138740832865), (8.360126422847854, 9.86036648051567, 17.174122119586016), (3.157480120713668, 8.357577972198035, 17.33168052798572), (4.121497090223411, 5.894406112339616, 17.350780530715816), (5.262853427307079, 3.854536845274474, 14.301073224019925), (7.718616427559268, 10.150165909357563, 12.759693489317142), (9.40127919653508, 9.224304717276045, 13.940612113308132), (6.395298099508495, 6.814721073076876, 13.547140792189266), (6.652089269604095, 8.728956088142747, 18.416212334315873), (9.390370402715545, 7.540857965559076, 18.599401574042005), (8.097357801424131, 6.367763103166945, 15.570568858338332), (3.3540999028779943, 9.873082660894005, 14.691653727298013), (6.519302892446705, 6.52640794373357, 17.863968237820767), (9.85214563509197, 7.973155101348114, 15.763250863825625), (3.5980933853024593, 6.9082936148232825, 15.257273019714974)]"
40,1,500,41,"[16.14014144696408, 25.241072792774222, 17.128740629204195]",14,"[(21.637159731205326, 22.363373300367343, 16.452896433226062), (13.713491214421026, 22.8435121992718, 20.493674459163323), (16.270871063018685, 21.897473150072827, 17.455756914287083), (16.926047771248115, 23.028151381781267, 13.6359700527435), (11.919980979306919, 26.25515971196489, 13.181417280914594), (12.756883063050267, 24.356709192925766, 17.66032972994335), (19.172679561888057, 24.089434784557742, 15.395517173866324), (14.437914518766966, 25.58320671673563, 13.391193753593376), (17.43855592753441, 24.031369164508007, 18.204984594451428), (19.372960758550814, 24.46589182591149, 13.025501557586068), (12.09986176878108, 23.88678532568522, 19.58893683266421), (18.853994614366528, 22.12988231908177, 20.57951061146417), (18.501305130437007, 22.198583449497946, 16.557272362373308), (14.664747334961929, 24.54086829249916, 15.580993645188208)]"
41,1,500,42,"[10.045275844787438, 6.23601278319726, 5.041668589298231]",11,"[(11.8535911573978, 4.380142426076101, 5.932507488671092), (6.241154534142192, 6.4141502316648085, 5.088038589296918), (9.45465988517179, 6.146984703590558, 2.75099327439276), (11.596828372013855, 7.867129562174245, 3.9891762485122584), (9.753987356189082, 8.608595181906187, 3.2218255971894654), (12.667002058636939, 7.785378472029135, 6.630484923285971), (9.814062930869229, 6.435989834854993, 7.202225544707952), (9.179382434962168, 8.998289511404305, 6.021247124032736), (11.26699939180856, 4.358679958570106, 3.673038351702487), (8.090009988611293, 4.827821457841861, 5.975585110262062), (13.030229614112601, 6.453314553983178, 3.6486703651993695)]"
42,1,500,43,"[10.382402061984337, 6.9922034514718625, 21.947171821489565]",14,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (11.21018269622678, 8.135854042108154, 19.839234632974627), (14.059557323479856, 4.350380228009788, 22.968015953879846), (12.767089355541104, 5.0726493037389675, 19.34409686940478), (8.734503320980352, 9.56543256145961, 20.891302662842897), (13.091735444417093, 6.424234074537233, 22.012815127784158), (8.323000634745314, 3.8390970550484202, 19.056553121533337), (7.4639757407154885, 6.421759973071932, 21.040839074399983), (9.390370402715545, 7.540857965559076, 18.599401574042005), (10.18702132884842, 3.8067313377434377, 21.705834082962266), (13.404831314348229, 6.995561126926332, 19.94621769365148), (11.366539954395222, 10.94673075041619, 21.38205897791956), (13.748699851974033, 8.571729218742943, 25.26429958723332), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
43,1,500,44,"[11.899852992729079, 17.266766588318344, 14.45913945713249]",12,"[(8.71514060058387, 19.70845044698494, 12.844629236944083), (15.504990729128854, 17.095866033685176, 14.600332348835215), (12.390480964532458, 16.314509249850925, 11.800471263670277), (14.066618629777066, 18.68696802573009, 14.055608461948559), (13.489069426481906, 14.82995465216198, 16.168745701861567), (10.529464220846927, 13.95415399123751, 15.130463708864847), (11.936591529791816, 18.81306350412072, 12.0852398850889), (9.457770702163662, 15.705296740151432, 12.745781390879364), (11.761848932596454, 19.269885121159607, 15.411790249012014), (12.642510962317829, 17.338585487260808, 16.40406770427065), (9.26867171731802, 17.20260123410126, 15.261989302392628), (10.462192636934939, 13.518529891832216, 12.783404924882502)]"
44,1,500,45,"[16.2753612341227, 17.73192730360936, 7.707140757849384]",14,"[(12.463895077252406, 15.722463211523579, 5.653573498114054), (15.085812440093855, 18.329620708674693, 4.737974047796895), (14.10251371222499, 18.259998639420164, 7.955970167133464), (16.37178308725666, 16.762910942690212, 9.684552370298555), (14.785706767317377, 15.779590013262702, 4.205388717921292), (19.84571316353608, 14.757186724718645, 6.212299070134025), (18.36147867009802, 13.46595673647391, 8.40211455523821), (18.27417614226025, 17.612869785624277, 5.661994552626001), (16.125991094426148, 18.810519187938734, 9.521118298932219), (15.249718835119424, 19.891448799859614, 6.908360793407607), (18.387447265886387, 19.198315174472988, 7.148808298828085), (20.085619067764537, 18.08132716597848, 7.271390375621), (17.771006361429674, 15.368756815060653, 5.349275189039759), (14.57633673313276, 12.83378753547708, 8.647803630146877)]"
45,1,500,46,"[19.470807480724805, 17.356317408390417, 18.424568959532394]",12,"[(18.228716030501502, 15.1565757481695, 18.03807062065711), (21.049338249457442, 15.488060288867734, 17.577344867351467), (17.683046437002478, 18.328237086650674, 17.45474492037763), (19.674463038656306, 14.624932989046739, 20.314297208366007), (16.72019003363393, 18.706818653497844, 19.796951073618033), (19.438002933855067, 17.21303765753247, 16.026016003335837), (16.372463132026613, 15.722491579103847, 18.904446777175664), (19.391484601369754, 19.04059895370154, 19.553993707486008), (18.53482764003178, 16.419762347347405, 21.96642639746772), (22.030304069287418, 17.61073580947065, 19.0455294203905), (21.328153007618024, 20.627610679170907, 17.71213819105896), (21.961021711660234, 15.874250410738714, 20.815077703605255)]"
46,1,500,47,"[12.154487520738712, 5.08323195244095, 10.943644355168258]",16,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (10.04280874866686, 7.480804369434725, 9.614615781223012), (14.966043493139768, 5.797849823850788, 10.40171975754867), (12.924571984656552, 4.054335347415458, 13.381434483464329), (10.77639625642787, 5.303230937854408, 9.183765457214903), (13.462013330829455, 6.048043720528843, 8.42645063819452), (11.002883937002531, 4.542948391767718, 14.150810229553619), (12.633079046667367, 2.230694795326501, 11.44599294579721), (12.331622813373887, 7.8286159290594375, 8.916853934172613), (10.676990585897258, 2.064983490429429, 13.193428792891508), (13.292963516226116, 6.9511576313425065, 13.726639755742179), (10.12043134303882, 3.363728543993377, 8.495278112744753), (12.356557920554362, 3.83863429354993, 8.883871698264423), (9.130435613571732, 4.894872377934826, 11.769814267518154), (8.997878446771711, 2.5829752171482445, 11.07847383560557), (14.67126452595511, 5.500621358437915, 12.834855340527783)]"
47,1,500,48,"[10.790678366965341, 17.112456929814247, 2.4151676347791486]",10,"[(10.501419104169413, 19.541860529946323, 3.2802766236086165), (8.231792462316925, 16.108573645371063, 4.513164939778696), (11.921082672146346, 14.537493976776346, 0.35245583809883235), (12.461833332859106, 18.114048385792852, 1.290341448010489), (9.37593598178334, 15.85121900996305, 6.478168180123153), (9.342981907423505, 15.090593501046921, 2.7043708555513586), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (10.312560075826235, 19.275106955259407, 6.499217903694461), (13.316827434733645, 19.2844135897205, 3.414062395259305), (8.638161639780105, 17.862305454733868, 1.9183748921948005)]"
48,1,500,49,"[11.002883937002531, 4.542948391767718, 14.150810229553619]",13,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (12.924571984656552, 4.054335347415458, 13.381434483464329), (9.517909900457775, 4.0836178607986025, 15.981620451101424), (13.715344864559825, 3.8804071866325045, 15.400748833562448), (12.154487520738712, 5.08323195244095, 10.943644355168258), (8.097357801424131, 6.367763103166945, 15.570568858338332), (8.601542687969262, 2.731355061480414, 14.607716497154941), (10.676990585897258, 2.064983490429429, 13.193428792891508), (13.292963516226116, 6.9511576313425065, 13.726639755742179), (9.85214563509197, 7.973155101348114, 15.763250863825625), (9.130435613571732, 4.894872377934826, 11.769814267518154), (11.322320606434337, 2.9696424619562722, 15.378692246017744), (11.99221104622933, 5.696287382555187, 16.55758225943732)]"
49,1,500,50,"[8.097357801424131, 6.367763103166945, 15.570568858338332]",17,"[(11.315707985957507, 8.194893991523838, 13.57993241377889), (6.769706760452417, 7.897405523404552, 15.809813447182064), (9.517909900457775, 4.0836178607986025, 15.981620451101424), (7.188068426230493, 6.921264275215915, 11.710769187170168), (5.262853427307079, 3.854536845274474, 14.301073224019925), (7.371464401437383, 2.1890528054957947, 16.434533763751276), (4.121497090223411, 5.894406112339616, 17.350780530715816), (9.40127919653508, 9.224304717276045, 13.940612113308132), (11.002883937002531, 4.542948391767718, 14.150810229553619), (6.395298099508495, 6.814721073076876, 13.547140792189266), (8.323000634745314, 3.8390970550484202, 19.056553121533337), (8.601542687969262, 2.731355061480414, 14.607716497154941), (9.390370402715545, 7.540857965559076, 18.599401574042005), (6.519302892446705, 6.52640794373357, 17.863968237820767), (9.85214563509197, 7.973155101348114, 15.763250863825625), (9.130435613571732, 4.894872377934826, 11.769814267518154), (11.99221104622933, 5.696287382555187, 16.55758225943732)]"
50,1,500,51,"[4.37744864363337, 22.36392910558984, 13.26552833251089]",13,"[(6.859567561992931, 24.558004127414407, 15.427214107814113), (3.9353704411448156, 18.46626803008536, 6.852564059789246), (4.10889469510617, 19.149228098327626, 14.219809109972244), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (5.199749370844069, 20.288196240485618, 12.038865157022586), (1.9410299822562498, 17.348924761605435, 15.326461583375602), (5.532454960828771, 21.24957283101782, 17.001817260426), (7.865572524670267, 23.31779260913582, 9.384228005415608), (11.14184865772102, 25.437684447772625, 8.414308727381853), (3.9482367676847328, 20.85739532898458, 15.590873954740141), (4.988105802233724, 19.783588900165295, 7.94851490064831), (2.266945139123361, 18.84326138752248, 10.860204174789923), (6.554492625375873, 21.484667187290086, 13.728837954934107)]"
